Greater Victoria 61  ,,,,,,,,,,Mount Douglas Secondary,,,
,XLDCB09LS-,LEARNING STRATEGIES 9 LD,Personal Development,,,Regular,10,,14,,18,,14.0
,,,,,,,,4,,,,,
,XLDCB0,LEARNING STRATEGIES 9 LD ,Personal ,,,Regular,1,,1,,29,,2.0
,,,,,,,,0,,,,,
Greater Victoria 61  ,,,,,,,,,,Mount Douglas Secondary,,,
,,,,,Course Tally,,,,,,,,
,,,,2025-2026,,,,,,,,,
Page 12,,,,,,,,,,,,"April 29, 2025",
,Number,Description,Department,,,Lvl,Primary,Alternate,Total,,Enrollment Max,,Section Count
,9LSL,LINEAR,Development,,,,,,,,,,
,XLDCB09M--,TECH ED 9: MECHANICS LD,Technology Education,,,Regular,28,,53,,21,,2.0
,,,,,,,,25,,,,,
,XLDCB09S-L,STRINGS 9 LINEAR,Band,,,Regular,8,,8,,100,,1.0
,,,,,,,,0,,,,,
,XLDCE09NM-,NUMERACY 9,Mathematics,,,Regular,9,,9,,20,,1.0
,,,,,,,,0,,,,,
,XSC--12---,IEP SCIENCE 12,Science,,,Regular,1,,1,,0,,0.0
,,,,,,,,0,,,,,
,YCPA-0AX-L,COMMUNITY LEADERSHIP 10 Linear,Personal Development,,,Regular,22,,22,,200,,1.0
,,,,,,,,0,,,,,
,YCPA-0AXE-,COMMUNITY LEADERSHIP 10,Personal Development,,,Regular,17,,17,,60,,1.0
,,,,,,,,0,,,,,
,YCPA-1AX-L,COMMUNITY LEADERSHIP 11 Linear,Personal Development,,,Regular,36,,37,,200,,1.0
,,,,,,,,1,,,,,
,YCPA-1AXE-,COMMUNITY LEADERSHIP 11,Personal Development,,,Regular,15,,15,,60,,1.0
,,,,,,,,0,,,,,
,YCPA-2AX-L,COMMUNITY LEADERSHIP 12 Linear,Personal Development,,,Regular,30,,30,,200,,1.0
,,,,,,,,0,,,,,
,YCPA-2AXE-,COMMUNITY LEADERSHIP 12,Personal Development,,,Regular,21,,21,,60,,1.0
,,,,,,,,0,,,,,
,YED--0AX--,LEARNING STRATEGIES 10,Applied Skills,,,Regular,10,,14,,20,,14.0
,,,,,,,,4,,,,,
,YED--0AX-L,LEARNING STRATEGIES 10 LINEAR,Applied Skills,,,Regular,4,,4,,20,,1.0
,,,,,,,,0,,,,,
,YED--0BX-L,PEER TUTORING 10 LINEAR,Personal Development,,,Regular,12,,12,,50,,1.0
,,,,,,,,0,,,,,
,YED--1DX--,LEARNING STRATEGIES 11,Applied Skills,,,Regular,12,,13,,20,,14.0
,,,,,,,,1,,,,,
,YED--1DX-L,LEARNING STRATEGIES 11 LINEAR,Applied Skills,,,Regular,9,,9,,20,,3.0
,,,,,,,,0,,,,,
,YED--1EX-L,PEER TUTORING 11 LINEAR,Personal Development,,,Regular,16,,16,,50,,1.0
,,,,,,,,0,,,,,
Greater Victoria 61  ,,,,,,,,,,Mount Douglas Secondary,,,
,,,,,Course Tally,,,,,,,,
,,,,2025-2026,,,,,,,,,
Page 13,,,,,,,,,,,,"April 29, 2025",
,Number,Description,Department,,,Lvl,Primary,Alternate,Total,,Enrollment Max,,Section Count
,YED--2CX--,LEARNING STRATEGIES 12,Applied Skills,,,Regular,23,,23,,20,,14.0
,,,,,,,,0,,,,,
,YED--2CX-L,LEARNING STRATEGIES 12 LINEAR,Applied Skills,,,Regular,1,,1,,20,,2.0
,,,,,,,,0,,,,,
,YED--2DX-L,PEER TUTORING 12 LINEAR,Personal Development,,,Regular,10,,10,,50,,1.0
,,,,,,,,0,,,,,
,YED--2FX-L,SCHOLARSHIP PREPARATION 12 LINEAR,Applied Skills,,,Regular,56,,56,,100,,1.0
,,,,,,,,0,,,,,
,YESFL1AX--,Intermediate ELL 11,English,,,Regular,0,,4,,20,,1.0
,,,,,,,,4,,,,,
,YESFL1CX--,ELL Academic Literacy 11,English,,,Regular,14,,14,,24,,1.0
,,,,,,,,0,,,,,
,YLAW-2CX--,CRIMINOLOGY 12,Social Studies,,,Regular,52,,110,,24,,3.0
,,,,,,,,58,,,,,
,YLRA-0AX-L,ATHLETIC LEADERSHIP 10 U16,Physical Education,,,Regular,21,,21,,100,,1.0
,,,,,,,,0,,,,,
,YLRA-1AX-L,ATHLETIC LEADERSHIP 11 Linear,Personal Development,,,Regular,19,,20,,100,,1.0
,,,,,,,,1,,,,,
,YLRA-2AX-L,ATHLETIC LEADERSHIP 12 Linear,Personal Development,,,Regular,9,,9,,100,,1.0
,,,,,,,,0,,,,,
,YPA--0CX--,YOGA FOR MINDFULNESS 10,Personal Development,,,Regular,11,,26,,29,,1.0
,,,,,,,,15,,,,,
,YPA--1CX--,YOGA FOR MINDFULNESS 11,Personal Development,,,Regular,3,,13,,29,,1.0
,,,,,,,,10,,,,,
,YPA--2CX--,YOGA FOR MINDFULNESS 12,Personal Development,,,Regular,7,,17,,29,,1.0
,,,,,,,,10,,,,,
,YPR--0BX--,OUTDOOR EDUCATION 10,Physical Education,,,Regular,9,,19,,29,,1.0
,,,,,,,,10,,,,,
,YPSYC1AX--,PSYCHOLOGY 11,Personal Development,,,Regular,52,,82,,24,,2.0
,,,,,,,,30,,,,,
